predRounded,resid05,resid25,resid50,resid75,resid95
3900,156.29255701255022,163.6665473655226,172.8840353067381,182.1015232479536,189.47551360092598
4000,18.675556588437672,110.72136098766727,200.36472585545127,308.30651769811936,445.98882134557243
4100,-72.327631311455,14.343676396674608,132.52130301994174,237.40385503752526,551.1422062158408
4200,-183.61752631552417,-65.36194781605829,43.906137035512415,181.76671147089127,335.2874303147805
4300,-257.8060914602248,-111.11729604093422,8.807838481548131,126.68161746871391,283.63109348650545
4400,-301.0239660725655,-129.97029961846965,-11.307906156068348,96.21359961361173,252.31747035435282
4500,-336.50189162284977,-127.06430421749573,-9.072639225589713,99.4565877624701,247.51050618688433
4600,-302.1205474093988,-104.03312740608902,4.061013097279207,110.22504669152173,254.930067293536
4700,-252.28240748900498,-82.0424345784547,27.0100358179385,124.76969724937877,251.53411222656086
4800,-231.65812516224167,-62.90785081981158,37.42503336706308,127.23920354438633,239.28003838462928
4900,-233.75054294120267,-68.47422572265376,32.41635446578009,117.5840830086948,230.63699972758025
5000,-256.9668045411218,-80.02901249285532,17.27949693942547,101.9445063994899,217.5144442540087
5100,-284.4606296497904,-99.08068092607559,2.6190310992970245,92.84667791453354,211.46370032197174
5200,-315.74806707005894,-118.30486122382969,-6.600845264740949,91.20942820311654,228.20492154289315
5300,-349.78055557550005,-130.81728562792685,-6.820142337916082,103.61808029343003,262.13680076777763
5400,-390.1550899049924,-136.5861623190957,-2.04782370317609,125.09352066070997,307.00744438512254
5500,-422.0305506091964,-143.88078948101403,12.478436891333544,145.96248445272354,364.9208780223852
5600,-455.9653304457536,-139.59979585229928,22.558368932160505,173.9429771326198,408.7469113647829
5700,-484.768450629345,-135.5008617653455,36.23007219660425,212.43821381827786,518.1003362265865
5800,-480.3294269415128,-129.7019222834849,42.57891037187612,229.13242397290466,565.1280760701261
5900,-469.5427729160633,-138.64516666372225,55.814130464531516,255.0648265484435,693.995711231412
6000,-436.74074880125977,-121.27400635996042,73.67064956226976,301.0007689818707,774.1675113768108
6100,-428.74198744412763,-156.66736718133706,72.87927265270854,348.1077355483123,901.9894335054549
6200,-438.499345783173,-149.87945872782515,73.57274071331301,318.48910355226036,806.2584714297722
6300,-421.6927475220455,-176.84218446908412,86.39553052646511,430.5261559955251,1021.8508582875546
6400,-229.736044912657,-133.39644345872244,4.981890004548575,247.5946922289367,497.5448322877835
