predRounded,resid05,resid25,resid50,resid75,resid95
3900,190.1237873539171,219.27040985288414,255.703687976593,292.13696610030183,321.2835885992689
4000,-7.575065028971033,25.738348968415057,83.30985385748983,103.70673074796434,191.73325733530257
4100,-13.89767965488334,42.85071988976954,152.00466174717937,286.3809671059189,356.09459538695575
4200,-177.87015104958502,-75.08866397143628,39.05668744576472,143.04751950421826,305.4173013353303
4300,-249.5915805203909,-93.14443702124771,16.31536456499261,110.19501447364983,252.18202166115793
4400,-316.0629555472061,-118.97242669311356,-3.759815050989712,92.8696472631965,239.07451355775925
4500,-310.1714173737629,-105.41351337415367,-1.757887338095771,91.02118561251498,223.75621921534716
4600,-251.01423092524507,-79.5531718854662,13.463776943282994,103.536096127268,238.12263856560318
4700,-200.42601036446308,-65.49206637793999,27.01304808168918,111.2845407624125,234.18116425848544
4800,-197.29473134036664,-59.055754465033516,26.79267325206548,109.3655130209273,219.7183519173639
4900,-208.11738589951932,-66.82900680669454,19.12140009779321,96.10442981850144,209.85687557894857
5000,-226.2055564185501,-86.111817475312,-1.0295572678650073,81.97629724458577,205.43399131203972
5100,-261.65313038490604,-109.54747658181034,-20.836137705353284,68.79307206447959,202.4392058981412
5200,-300.6433432977918,-126.88194898347268,-22.26253057351481,79.54952007114082,247.53047703903675
5300,-330.2115289981251,-134.4709692197024,-17.58533104539854,104.54038538246158,304.5380755127851
5400,-357.91383706995884,-138.51730149348012,1.9879216273905083,138.8900070315926,351.9965572880804
5500,-398.97480470750673,-140.15409955549944,22.448988917767494,177.73439817710562,428.5673510685854
5600,-409.50319786149794,-107.84404547189769,56.39876007621182,225.1420511421549,535.3885766063842
5700,-408.2615169756448,-103.1520808461432,67.9416777911637,236.4231387941931,587.2804374451886
5800,-402.0481866487679,-111.50573782675343,60.18869580349415,253.1504984026019,594.1152941359506
5900,-354.0897162253936,-94.57710310773362,89.22268149149434,256.54767768196933,644.1289925183263
6000,-383.94366046418975,-55.74022210408571,154.02025843366908,406.82388930836976,1130.4007855825312
6100,-465.89631938941085,-137.06931914457843,14.43418062715753,268.241624839258,741.3273231566569
6200,-207.28148070722096,17.742696332845036,153.63576446101231,398.7885663070727,690.7745975210393
6300,-194.3362253839831,-194.3362253839831,-194.3362253839831,-194.3362253839831,-194.3362253839831
