card,level,trophies,win,draw,lose
Elixir Collector,8,3800,1,0,3
Elixir Collector,6,3900,0,0,2
Elixir Collector,7,3900,2,0,2
Elixir Collector,8,3900,1,0,1
Elixir Collector,9,3900,0,0,1
Elixir Collector,4,4000,0,0,1
Elixir Collector,7,4000,0,0,5
Elixir Collector,8,4000,2,0,1
Elixir Collector,9,4000,1,0,1
Elixir Collector,10,4000,0,0,1
Elixir Collector,13,4000,1,0,0
Elixir Collector,3,4100,1,0,0
Elixir Collector,6,4100,1,0,0
Elixir Collector,7,4100,0,0,4
Elixir Collector,8,4100,1,0,4
Elixir Collector,10,4100,1,0,0
Elixir Collector,11,4100,0,0,1
Elixir Collector,13,4100,1,0,1
Elixir Collector,3,4200,0,0,1
Elixir Collector,5,4200,0,0,1
Elixir Collector,6,4200,1,0,3
Elixir Collector,7,4200,1,0,8
Elixir Collector,8,4200,1,0,5
Elixir Collector,9,4200,0,0,4
Elixir Collector,13,4200,1,0,0
Elixir Collector,3,4300,1,0,0
Elixir Collector,4,4300,0,0,1
Elixir Collector,5,4300,1,0,1
Elixir Collector,6,4300,2,0,2
Elixir Collector,7,4300,4,0,10
Elixir Collector,8,4300,3,0,8
Elixir Collector,9,4300,0,0,3
Elixir Collector,10,4300,0,0,2
Elixir Collector,11,4300,0,0,2
Elixir Collector,12,4300,0,0,2
Elixir Collector,13,4300,1,0,0
Elixir Collector,3,4400,0,0,2
Elixir Collector,6,4400,0,0,5
Elixir Collector,7,4400,3,0,13
Elixir Collector,8,4400,5,0,11
Elixir Collector,9,4400,5,0,5
Elixir Collector,10,4400,1,0,2
Elixir Collector,11,4400,1,0,0
Elixir Collector,12,4400,0,0,2
Elixir Collector,13,4400,2,0,2
Elixir Collector,5,4500,0,0,1
Elixir Collector,6,4500,2,0,1
Elixir Collector,7,4500,4,0,10
Elixir Collector,8,4500,9,0,13
Elixir Collector,9,4500,9,0,13
Elixir Collector,10,4500,7,0,11
Elixir Collector,11,4500,2,0,3
Elixir Collector,12,4500,2,0,0
Elixir Collector,13,4500,2,0,2
Elixir Collector,6,4600,1,0,2
Elixir Collector,7,4600,2,0,6
Elixir Collector,8,4600,7,0,12
Elixir Collector,9,4600,12,0,17
Elixir Collector,10,4600,14,0,11
Elixir Collector,11,4600,11,0,10
Elixir Collector,12,4600,7,0,4
Elixir Collector,13,4600,1,0,3
Elixir Collector,6,4700,1,0,0
Elixir Collector,7,4700,2,0,1
Elixir Collector,8,4700,3,0,16
Elixir Collector,9,4700,21,0,32
Elixir Collector,10,4700,15,0,24
Elixir Collector,11,4700,17,0,8
Elixir Collector,12,4700,4,0,9
Elixir Collector,13,4700,10,0,7
Elixir Collector,7,4800,1,0,0
Elixir Collector,8,4800,3,0,17
Elixir Collector,9,4800,12,0,29
Elixir Collector,10,4800,19,0,29
Elixir Collector,11,4800,21,0,12
Elixir Collector,12,4800,4,0,13
Elixir Collector,13,4800,16,0,11
Elixir Collector,7,4900,2,0,1
Elixir Collector,8,4900,1,0,7
Elixir Collector,9,4900,9,0,22
Elixir Collector,10,4900,22,0,44
Elixir Collector,11,4900,21,0,37
Elixir Collector,12,4900,15,0,11
Elixir Collector,13,4900,20,0,20
Elixir Collector,7,5000,1,0,0
Elixir Collector,8,5000,0,0,2
Elixir Collector,9,5000,6,0,12
Elixir Collector,10,5000,34,0,45
Elixir Collector,11,5000,34,0,32
Elixir Collector,12,5000,26,0,22
Elixir Collector,13,5000,30,0,25
Elixir Collector,6,5100,0,0,1
Elixir Collector,8,5100,0,0,2
Elixir Collector,9,5100,4,0,6
Elixir Collector,10,5100,15,0,25
Elixir Collector,11,5100,38,0,45
Elixir Collector,12,5100,26,0,32
Elixir Collector,13,5100,43,0,28
Elixir Collector,7,5200,1,0,0
Elixir Collector,9,5200,0,0,2
Elixir Collector,10,5200,7,0,13
Elixir Collector,11,5200,42,0,35
Elixir Collector,12,5200,28,0,29
Elixir Collector,13,5200,45,0,46
Elixir Collector,10,5300,4,0,3
Elixir Collector,11,5300,20,0,34
Elixir Collector,12,5300,24,0,32
Elixir Collector,13,5300,73,0,58
Elixir Collector,11,5400,7,0,19
Elixir Collector,12,5400,17,0,17
Elixir Collector,13,5400,77,0,78
Elixir Collector,10,5500,0,0,1
Elixir Collector,11,5500,4,0,4
Elixir Collector,12,5500,13,0,10
Elixir Collector,13,5500,63,0,71
Elixir Collector,11,5600,2,0,2
Elixir Collector,12,5600,7,0,8
Elixir Collector,13,5600,48,0,69
Elixir Collector,11,5700,0,0,2
Elixir Collector,12,5700,4,0,8
Elixir Collector,13,5700,46,0,43
Elixir Collector,11,5800,0,0,2
Elixir Collector,12,5800,1,0,2
Elixir Collector,13,5800,25,0,38
Elixir Collector,11,5900,0,0,1
Elixir Collector,12,5900,2,0,0
Elixir Collector,13,5900,21,0,29
Elixir Collector,12,6000,0,0,2
Elixir Collector,13,6000,23,0,15
Elixir Collector,12,6100,2,0,0
Elixir Collector,13,6100,10,0,15
Elixir Collector,13,6200,5,0,6
Elixir Collector,13,6300,7,0,6
Elixir Collector,12,6400,0,0,1
Elixir Collector,13,6400,3,0,1
Elixir Collector,13,6500,2,0,2
Elixir Collector,13,6600,2,0,2
Elixir Collector,13,6700,1,0,1
Elixir Collector,13,6900,0,0,1
Elixir Collector,13,7000,1,0,0
Elixir Collector,12,7400,1,0,0
Elixir Collector,13,7500,1,0,0
Elixir Collector,13,7600,1,0,0
Elixir Golem,9,2300,0,0,1
Elixir Golem,9,2600,0,0,1
Elixir Golem,8,2700,0,0,1
Elixir Golem,10,3100,1,0,1
Elixir Golem,3,3300,0,0,1
Elixir Golem,4,3300,0,0,1
Elixir Golem,5,3300,0,0,2
Elixir Golem,6,3300,2,0,1
Elixir Golem,3,3400,0,0,4
Elixir Golem,4,3400,0,0,2
Elixir Golem,5,3400,1,0,3
Elixir Golem,6,3400,0,0,3
Elixir Golem,7,3400,1,0,0
Elixir Golem,8,3400,0,0,1
Elixir Golem,5,3500,2,0,4
Elixir Golem,6,3500,1,0,2
Elixir Golem,7,3500,1,0,1
Elixir Golem,3,3600,1,0,1
Elixir Golem,5,3600,3,0,1
Elixir Golem,6,3600,0,0,4
Elixir Golem,7,3600,5,0,5
Elixir Golem,8,3600,3,0,6
Elixir Golem,9,3600,0,0,2
Elixir Golem,4,3700,0,0,1
Elixir Golem,5,3700,0,0,1
Elixir Golem,6,3700,5,0,11
Elixir Golem,7,3700,5,0,16
Elixir Golem,8,3700,2,0,7
Elixir Golem,9,3700,1,0,1
Elixir Golem,10,3700,1,0,0
Elixir Golem,3,3800,0,0,2
Elixir Golem,5,3800,0,0,1
Elixir Golem,6,3800,2,0,6
Elixir Golem,7,3800,5,0,9
Elixir Golem,8,3800,3,0,5
Elixir Golem,9,3800,1,0,2
Elixir Golem,3,3900,0,0,1
Elixir Golem,4,3900,0,0,1
Elixir Golem,5,3900,1,0,0
Elixir Golem,6,3900,1,0,2
Elixir Golem,7,3900,0,0,3
Elixir Golem,8,3900,0,0,6
Elixir Golem,9,3900,1,0,1
Elixir Golem,11,3900,0,0,1
Elixir Golem,5,4000,0,0,1
Elixir Golem,6,4000,0,0,1
Elixir Golem,7,4000,1,0,2
Elixir Golem,8,4000,1,0,3
Elixir Golem,9,4000,1,0,2
Elixir Golem,10,4000,0,0,2
Elixir Golem,11,4000,0,0,1
Elixir Golem,13,4000,0,0,3
Elixir Golem,3,4100,0,0,1
Elixir Golem,6,4100,0,0,3
Elixir Golem,7,4100,3,0,12
Elixir Golem,8,4100,2,0,7
Elixir Golem,9,4100,0,0,6
Elixir Golem,10,4100,0,0,1
Elixir Golem,11,4100,0,0,1
Elixir Golem,12,4100,1,0,0
Elixir Golem,13,4100,0,0,3
Elixir Golem,3,4200,0,0,2
Elixir Golem,4,4200,1,0,0
Elixir Golem,5,4200,0,0,2
Elixir Golem,6,4200,2,0,6
Elixir Golem,7,4200,4,0,19
Elixir Golem,8,4200,5,0,35
Elixir Golem,9,4200,1,0,7
Elixir Golem,10,4200,2,0,5
Elixir Golem,11,4200,1,0,3
Elixir Golem,12,4200,1,0,1
Elixir Golem,13,4200,1,0,0
Elixir Golem,3,4300,0,0,1
Elixir Golem,4,4300,0,0,1
Elixir Golem,6,4300,1,0,11
Elixir Golem,7,4300,12,0,20
Elixir Golem,8,4300,12,0,43
Elixir Golem,9,4300,11,0,27
Elixir Golem,10,4300,3,0,12
Elixir Golem,11,4300,1,0,7
Elixir Golem,12,4300,1,0,2
Elixir Golem,13,4300,0,0,2
Elixir Golem,3,4400,0,0,1
Elixir Golem,5,4400,0,0,3
Elixir Golem,6,4400,1,0,10
Elixir Golem,7,4400,9,0,35
Elixir Golem,8,4400,33,0,71
Elixir Golem,9,4400,29,0,48
Elixir Golem,10,4400,17,0,21
Elixir Golem,11,4400,2,0,6
Elixir Golem,12,4400,0,0,1
Elixir Golem,13,4400,2,0,1
Elixir Golem,6,4500,2,0,3
Elixir Golem,7,4500,20,0,39
Elixir Golem,8,4500,29,0,83
Elixir Golem,9,4500,43,0,70
Elixir Golem,10,4500,31,0,55
Elixir Golem,11,4500,18,0,18
Elixir Golem,12,4500,1,0,4
Elixir Golem,13,4500,1,0,1
Elixir Golem,5,4600,2,0,0
Elixir Golem,6,4600,1,0,5
Elixir Golem,7,4600,6,0,17
Elixir Golem,8,4600,36,0,69
Elixir Golem,9,4600,67,0,118
Elixir Golem,10,4600,47,0,90
Elixir Golem,11,4600,32,0,45
Elixir Golem,12,4600,7,0,10
Elixir Golem,13,4600,3,0,7
Elixir Golem,3,4700,0,0,1
Elixir Golem,5,4700,1,0,0
Elixir Golem,6,4700,0,0,3
Elixir Golem,7,4700,6,0,13
Elixir Golem,8,4700,30,0,61
Elixir Golem,9,4700,80,0,139
Elixir Golem,10,4700,74,0,106
Elixir Golem,11,4700,26,0,39
Elixir Golem,12,4700,8,0,10
Elixir Golem,13,4700,13,0,15
Elixir Golem,5,4800,0,0,1
Elixir Golem,6,4800,1,0,0
Elixir Golem,7,4800,0,0,7
Elixir Golem,8,4800,9,0,39
Elixir Golem,9,4800,67,0,130
Elixir Golem,10,4800,89,0,177
Elixir Golem,11,4800,38,0,56
Elixir Golem,12,4800,9,0,12
Elixir Golem,13,4800,14,0,15
Elixir Golem,6,4900,0,0,1
Elixir Golem,7,4900,1,0,2
Elixir Golem,8,4900,8,0,25
Elixir Golem,9,4900,51,0,92
Elixir Golem,10,4900,109,0,174
Elixir Golem,11,4900,78,0,87
Elixir Golem,12,4900,9,0,13
Elixir Golem,13,4900,13,0,12
Elixir Golem,6,5000,1,0,1
Elixir Golem,8,5000,4,0,4
Elixir Golem,9,5000,23,0,47
Elixir Golem,10,5000,84,0,160
Elixir Golem,11,5000,129,0,125
Elixir Golem,12,5000,30,0,29
Elixir Golem,13,5000,16,0,16
Elixir Golem,7,5100,0,0,4
Elixir Golem,8,5100,0,0,2
Elixir Golem,9,5100,4,0,20
Elixir Golem,10,5100,55,0,83
Elixir Golem,11,5100,102,0,148
Elixir Golem,12,5100,37,0,52
Elixir Golem,13,5100,18,0,23
Elixir Golem,3,5200,0,0,1
Elixir Golem,8,5200,1,0,2
Elixir Golem,9,5200,3,0,7
Elixir Golem,10,5200,12,0,36
Elixir Golem,11,5200,81,0,113
Elixir Golem,12,5200,43,0,74
Elixir Golem,13,5200,18,0,24
Elixir Golem,3,5300,0,0,1
Elixir Golem,9,5300,0,0,2
Elixir Golem,10,5300,2,0,18
Elixir Golem,11,5300,26,0,39
Elixir Golem,12,5300,36,0,49
Elixir Golem,13,5300,56,0,49
Elixir Golem,3,5400,0,0,1
Elixir Golem,10,5400,1,0,6
Elixir Golem,11,5400,12,0,22
Elixir Golem,12,5400,16,0,36
Elixir Golem,13,5400,60,0,51
Elixir Golem,10,5500,1,0,0
Elixir Golem,11,5500,4,0,5
Elixir Golem,12,5500,7,0,12
Elixir Golem,13,5500,50,0,64
Elixir Golem,11,5600,3,0,3
Elixir Golem,12,5600,6,0,9
Elixir Golem,13,5600,47,0,45
Elixir Golem,10,5700,0,0,1
Elixir Golem,12,5700,1,0,5
Elixir Golem,13,5700,30,0,38
Elixir Golem,12,5800,2,0,1
Elixir Golem,13,5800,34,0,24
Elixir Golem,11,5900,0,0,1
Elixir Golem,12,5900,1,0,1
Elixir Golem,13,5900,20,0,19
Elixir Golem,12,6000,1,0,1
Elixir Golem,13,6000,18,0,12
Elixir Golem,12,6100,1,0,0
Elixir Golem,13,6100,10,0,5
Elixir Golem,13,6200,11,0,10
Elixir Golem,13,6300,8,0,5
Elixir Golem,13,6400,3,0,4
Elixir Golem,13,6500,1,0,4
Elixir Golem,13,6600,1,0,1
Elixir Golem,13,6700,1,0,1
Elixir Golem,13,6800,1,0,2
Elixir Golem,13,6900,0,0,1
Elixir Golem,13,7000,1,0,2
Executioner,10,700,0,0,1
Executioner,10,2700,0,0,1
Executioner,6,3600,6,0,7
Executioner,7,3600,11,0,10
Executioner,8,3600,2,0,1
Executioner,9,3600,2,0,0
Executioner,13,3600,0,0,1
Executioner,6,3700,13,0,23
Executioner,7,3700,22,0,51
Executioner,8,3700,4,0,11
Executioner,9,3700,2,0,8
Executioner,11,3700,0,0,2
Executioner,13,3700,1,0,2
Executioner,6,3800,9,0,22
Executioner,7,3800,51,0,121
Executioner,8,3800,12,0,20
Executioner,9,3800,6,0,8
Executioner,10,3800,1,0,0
Executioner,12,3800,1,0,0
Executioner,6,3900,1,0,21
Executioner,7,3900,30,0,73
Executioner,8,3900,10,0,19
Executioner,9,3900,4,0,14
Executioner,6,4000,0,0,3
Executioner,7,4000,12,0,23
Executioner,8,4000,7,0,9
Executioner,9,4000,6,0,6
Executioner,10,4000,1,0,0
Executioner,11,4000,0,0,2
Executioner,12,4000,0,0,2
Executioner,13,4000,0,0,2
Executioner,6,4100,1,0,5
Executioner,7,4100,6,0,45
Executioner,8,4100,7,0,21
Executioner,9,4100,8,0,16
Executioner,10,4100,1,0,2
Executioner,11,4100,0,0,4
Executioner,12,4100,1,0,3
Executioner,13,4100,2,0,3
Executioner,6,4200,1,0,9
Executioner,7,4200,11,0,75
Executioner,8,4200,18,0,61
Executioner,9,4200,14,0,35
Executioner,10,4200,6,0,3
Executioner,11,4200,0,0,1
Executioner,12,4200,0,0,1
Executioner,13,4200,0,0,2
Executioner,6,4300,4,0,4
Executioner,7,4300,33,0,99
Executioner,8,4300,45,0,98
Executioner,9,4300,36,0,79
Executioner,10,4300,10,0,21
Executioner,11,4300,2,0,2
Executioner,12,4300,2,0,1
Executioner,13,4300,1,0,10
Executioner,6,4400,1,0,10
Executioner,7,4400,41,0,110
Executioner,8,4400,51,0,134
Executioner,9,4400,79,0,155
Executioner,10,4400,38,0,63
Executioner,11,4400,5,0,6
Executioner,12,4400,2,0,4
Executioner,13,4400,1,0,3
Executioner,6,4500,0,0,5
Executioner,7,4500,18,0,88
Executioner,8,4500,60,0,181
Executioner,9,4500,118,0,188
Executioner,10,4500,73,0,141
Executioner,11,4500,33,0,36
Executioner,12,4500,6,0,6
Executioner,13,4500,6,0,1
Executioner,6,4600,4,0,3
Executioner,7,4600,21,0,50
Executioner,8,4600,44,0,133
Executioner,9,4600,127,0,228
Executioner,10,4600,142,0,217
Executioner,11,4600,53,0,90
Executioner,12,4600,37,0,22
Executioner,13,4600,11,0,12
Executioner,7,4700,8,0,19
Executioner,8,4700,50,0,114
Executioner,9,4700,135,0,203
Executioner,10,4700,142,0,259
Executioner,11,4700,87,0,95
Executioner,12,4700,64,0,50
Executioner,13,4700,56,0,45
Executioner,6,4800,0,0,1
Executioner,7,4800,5,0,5
Executioner,8,4800,26,0,56
Executioner,9,4800,102,0,188
Executioner,10,4800,210,0,310
Executioner,11,4800,125,0,165
Executioner,12,4800,60,0,52
Executioner,13,4800,76,0,77
Executioner,8,4900,16,0,20
Executioner,9,4900,48,0,126
Executioner,10,4900,223,0,321
Executioner,11,4900,173,0,248
Executioner,12,4900,93,0,77
Executioner,13,4900,84,0,80
Executioner,7,5000,1,0,1
Executioner,8,5000,4,0,3
Executioner,9,5000,22,0,57
Executioner,10,5000,156,0,236
Executioner,11,5000,302,0,276
Executioner,12,5000,154,0,124
Executioner,13,5000,119,0,81
Executioner,8,5100,1,0,0
Executioner,9,5100,4,0,7
Executioner,10,5100,70,0,102
Executioner,11,5100,211,0,268
Executioner,12,5100,203,0,200
Executioner,13,5100,140,0,98
Executioner,9,5200,1,0,5
Executioner,10,5200,17,0,30
Executioner,11,5200,119,0,192
Executioner,12,5200,182,0,216
Executioner,13,5200,244,0,182
Executioner,9,5300,0,0,1
Executioner,10,5300,7,0,8
Executioner,11,5300,58,0,87
Executioner,12,5300,172,0,177
Executioner,13,5300,292,0,230
Executioner,10,5400,3,0,1
Executioner,11,5400,15,0,38
Executioner,12,5400,89,0,138
Executioner,13,5400,285,0,284
Executioner,11,5500,2,0,11
Executioner,12,5500,50,0,65
Executioner,13,5500,259,0,257
Executioner,11,5600,0,0,3
Executioner,12,5600,33,0,32
Executioner,13,5600,231,0,227
Executioner,12,5700,6,0,13
Executioner,13,5700,137,0,161
Executioner,12,5800,12,0,12
Executioner,13,5800,115,0,92
Executioner,12,5900,1,0,0
Executioner,13,5900,60,0,69
Executioner,12,6000,0,0,1
Executioner,13,6000,48,0,35
Executioner,11,6100,0,0,1
Executioner,13,6100,26,0,23
Executioner,12,6200,0,0,1
Executioner,13,6200,8,0,9
Executioner,13,6300,15,0,7
Executioner,13,6400,1,0,6
Executioner,13,6500,1,0,1
Executioner,13,6600,1,0,2
Executioner,13,6700,1,0,1
Executioner,13,6800,1,0,1
Executioner,13,7000,1,0,0
Executioner,13,7100,1,0,0
Fire Spirits,8,1300,0,0,1
Fire Spirits,5,1400,0,0,1
Fire Spirits,6,1500,0,0,1
Fire Spirits,4,1700,0,0,1
Fire Spirits,4,1800,0,0,1
Fire Spirits,6,1800,0,0,1
Fire Spirits,10,1800,1,0,0
Fire Spirits,1,1900,0,0,1
Fire Spirits,12,2000,0,0,1
Fire Spirits,6,2100,1,0,0
Fire Spirits,7,2100,2,0,0
Fire Spirits,6,2200,2,0,0
Fire Spirits,7,2200,1,0,1
Fire Spirits,6,2400,0,0,1
Fire Spirits,7,2400,1,0,0
Fire Spirits,6,2500,1,0,0
Fire Spirits,7,2500,1,0,2
Fire Spirits,6,2700,1,0,1
Fire Spirits,7,2700,0,0,1
Fire Spirits,8,2700,0,0,1
Fire Spirits,6,2800,0,0,1
Fire Spirits,8,2800,0,0,1
Fire Spirits,9,2800,0,0,1
Fire Spirits,6,2900,0,0,1
Fire Spirits,7,2900,0,0,1
Fire Spirits,6,3000,1,0,0
Fire Spirits,7,3100,2,0,2
Fire Spirits,8,3100,1,0,0
Fire Spirits,12,3300,0,0,1
Fire Spirits,6,3400,1,0,0
Fire Spirits,8,3400,0,0,1
Fire Spirits,9,3400,0,0,1
Fire Spirits,5,3500,1,0,0
Fire Spirits,6,3500,0,0,2
Fire Spirits,7,3500,0,0,2
Fire Spirits,8,3500,1,0,3
Fire Spirits,9,3500,0,0,1
Fire Spirits,6,3600,2,0,2
Fire Spirits,7,3600,1,0,2
Fire Spirits,8,3600,1,0,2
Fire Spirits,9,3600,1,0,1
Fire Spirits,11,3600,1,0,0
Fire Spirits,13,3600,0,0,1
Fire Spirits,6,3700,0,0,3
Fire Spirits,7,3700,4,0,4
Fire Spirits,8,3700,3,0,1
Fire Spirits,9,3700,1,0,2
Fire Spirits,12,3700,0,0,2
Fire Spirits,13,3700,0,0,1
Fire Spirits,5,3800,1,0,0
Fire Spirits,6,3800,1,0,1
Fire Spirits,7,3800,5,0,4
Fire Spirits,8,3800,3,0,9
Fire Spirits,9,3800,2,0,4
Fire Spirits,10,3800,1,0,0
Fire Spirits,13,3800,1,0,0
Fire Spirits,1,3900,0,0,1
Fire Spirits,6,3900,1,0,4
Fire Spirits,7,3900,3,0,6
Fire Spirits,8,3900,1,0,6
Fire Spirits,9,3900,3,0,5
Fire Spirits,6,4000,1,0,1
Fire Spirits,7,4000,1,0,1
Fire Spirits,8,4000,2,0,2
Fire Spirits,9,4000,2,0,1
Fire Spirits,10,4000,0,0,2
Fire Spirits,11,4000,2,0,2
Fire Spirits,12,4000,0,0,2
Fire Spirits,13,4000,0,0,4
Fire Spirits,1,4100,0,0,1
Fire Spirits,6,4100,0,0,3
Fire Spirits,7,4100,3,0,5
Fire Spirits,8,4100,1,0,6
Fire Spirits,9,4100,2,0,3
Fire Spirits,10,4100,0,0,3
Fire Spirits,11,4100,0,0,2
Fire Spirits,12,4100,0,0,2
Fire Spirits,13,4100,2,0,4
Fire Spirits,1,4200,0,0,1
Fire Spirits,4,4200,0,0,1
Fire Spirits,6,4200,1,0,2
Fire Spirits,7,4200,5,0,12
Fire Spirits,8,4200,8,0,15
Fire Spirits,9,4200,7,0,8
Fire Spirits,10,4200,0,0,3
Fire Spirits,11,4200,2,0,2
Fire Spirits,12,4200,1,0,0
Fire Spirits,13,4200,1,0,1
Fire Spirits,5,4300,0,0,1
Fire Spirits,6,4300,0,0,5
Fire Spirits,7,4300,4,0,15
Fire Spirits,8,4300,9,0,24
Fire Spirits,9,4300,7,0,19
Fire Spirits,10,4300,6,0,8
Fire Spirits,11,4300,4,0,6
Fire Spirits,12,4300,1,0,1
Fire Spirits,13,4300,2,0,2
Fire Spirits,1,4400,0,0,1
Fire Spirits,5,4400,1,0,1
Fire Spirits,6,4400,1,0,3
Fire Spirits,7,4400,3,0,23
Fire Spirits,8,4400,8,0,47
Fire Spirits,9,4400,20,0,32
Fire Spirits,10,4400,23,0,19
Fire Spirits,11,4400,9,0,11
Fire Spirits,12,4400,4,0,6
Fire Spirits,13,4400,2,0,4
Fire Spirits,5,4500,0,0,1
Fire Spirits,6,4500,0,0,5
Fire Spirits,7,4500,12,0,29
Fire Spirits,8,4500,17,0,47
Fire Spirits,9,4500,34,0,82
Fire Spirits,10,4500,39,0,48
Fire Spirits,11,4500,28,0,41
Fire Spirits,12,4500,24,0,11
Fire Spirits,13,4500,5,0,20
Fire Spirits,1,4600,0,0,1
Fire Spirits,6,4600,1,0,1
Fire Spirits,7,4600,6,0,9
Fire Spirits,8,4600,18,0,49
Fire Spirits,9,4600,45,0,80
Fire Spirits,10,4600,51,0,78
Fire Spirits,11,4600,64,0,74
Fire Spirits,12,4600,70,0,51
Fire Spirits,13,4600,28,0,28
Fire Spirits,4,4700,0,0,1
Fire Spirits,6,4700,1,0,0
Fire Spirits,7,4700,4,0,5
Fire Spirits,8,4700,10,0,41
Fire Spirits,9,4700,49,0,82
Fire Spirits,10,4700,66,0,105
Fire Spirits,11,4700,79,0,93
Fire Spirits,12,4700,72,0,77
Fire Spirits,13,4700,75,0,71
Fire Spirits,7,4800,2,0,2
Fire Spirits,8,4800,11,0,26
Fire Spirits,9,4800,50,0,93
Fire Spirits,10,4800,77,0,118
Fire Spirits,11,4800,112,0,168
Fire Spirits,12,4800,118,0,119
Fire Spirits,13,4800,98,0,106
Fire Spirits,7,4900,0,0,1
Fire Spirits,8,4900,7,0,13
Fire Spirits,9,4900,26,0,45
Fire Spirits,10,4900,69,0,107
Fire Spirits,11,4900,178,0,228
Fire Spirits,12,4900,151,0,178
Fire Spirits,13,4900,118,0,92
Fire Spirits,7,5000,0,0,1
Fire Spirits,8,5000,3,0,2
Fire Spirits,9,5000,10,0,20
Fire Spirits,10,5000,62,0,90
Fire Spirits,11,5000,185,0,277
Fire Spirits,12,5000,285,0,282
Fire Spirits,13,5000,190,0,140
Fire Spirits,7,5100,0,0,1
Fire Spirits,8,5100,0,0,2
Fire Spirits,9,5100,0,0,7
Fire Spirits,10,5100,21,0,28
Fire Spirits,11,5100,127,0,180
Fire Spirits,12,5100,261,0,300
Fire Spirits,13,5100,270,0,238
Fire Spirits,9,5200,1,0,3
Fire Spirits,10,5200,9,0,18
Fire Spirits,11,5200,54,0,93
Fire Spirits,12,5200,175,0,258
Fire Spirits,13,5200,330,0,345
Fire Spirits,9,5300,0,0,1
Fire Spirits,10,5300,2,0,4
Fire Spirits,11,5300,22,0,25
Fire Spirits,12,5300,139,0,163
Fire Spirits,13,5300,407,0,406
Fire Spirits,10,5400,1,0,3
Fire Spirits,11,5400,3,0,7
Fire Spirits,12,5400,58,0,91
Fire Spirits,13,5400,350,0,421
Fire Spirits,9,5500,0,0,1
Fire Spirits,10,5500,0,0,2
Fire Spirits,11,5500,0,0,7
Fire Spirits,12,5500,21,0,40
Fire Spirits,13,5500,282,0,336
Fire Spirits,10,5600,0,0,1
Fire Spirits,11,5600,1,0,2
Fire Spirits,12,5600,13,0,12
Fire Spirits,13,5600,230,0,230
Fire Spirits,11,5700,1,0,0
Fire Spirits,12,5700,3,0,3
Fire Spirits,13,5700,116,0,138
Fire Spirits,12,5800,1,0,2
Fire Spirits,13,5800,69,0,80
Fire Spirits,12,5900,1,0,4
Fire Spirits,13,5900,48,0,40
Fire Spirits,13,6000,31,0,21
Fire Spirits,13,6100,7,0,13
Fire Spirits,13,6200,4,0,3
Fire Spirits,13,6300,4,0,3
Fire Spirits,13,6400,0,0,1
Fire Spirits,13,6600,1,0,1
Fire Spirits,13,6700,1,0,1
Fire Spirits,13,6800,0,0,1
Fireball,7,800,0,0,1
Fireball,7,900,0,0,1
Fireball,7,1000,0,0,1
Fireball,5,1100,0,0,1
Fireball,7,1100,1,0,1
Fireball,5,1200,0,0,1
Fireball,6,1200,0,0,3
Fireball,7,1200,0,0,1
Fireball,6,1300,2,0,0
Fireball,7,1300,1,0,0
Fireball,10,1300,1,0,0
Fireball,4,1400,1,0,0
Fireball,6,1400,0,0,1
Fireball,7,1400,0,0,1
Fireball,6,1500,0,0,1
Fireball,7,1500,0,0,1
Fireball,8,1500,1,0,0
Fireball,9,1500,1,0,0
Fireball,6,1600,1,0,0
Fireball,7,1600,0,0,1
Fireball,8,1600,1,0,0
Fireball,3,1700,0,0,1
Fireball,6,1700,1,0,2
Fireball,7,1700,1,0,2
Fireball,8,1700,0,0,1
Fireball,9,1700,1,0,1
Fireball,10,1700,0,0,1
Fireball,5,1800,0,0,1
Fireball,6,1800,1,0,2
Fireball,7,1800,3,0,5
Fireball,8,1800,1,0,1
Fireball,10,1800,1,0,0
Fireball,6,1900,3,0,1
Fireball,7,1900,0,0,1
Fireball,8,1900,0,0,1
Fireball,7,2000,1,0,0
Fireball,8,2000,1,0,0
Fireball,7,2100,3,0,5
Fireball,8,2100,1,0,2
Fireball,13,2100,0,0,1
Fireball,6,2200,1,0,2
Fireball,7,2200,5,0,5
Fireball,8,2200,0,0,1
Fireball,12,2200,1,0,0
Fireball,6,2300,1,0,0
Fireball,7,2300,2,0,2
Fireball,5,2400,1,0,0
Fireball,6,2400,2,0,0
Fireball,7,2400,4,0,8
Fireball,8,2400,0,0,3
Fireball,9,2400,0,0,1
Fireball,10,2400,0,0,1
Fireball,5,2500,1,0,0
Fireball,6,2500,1,0,0
Fireball,7,2500,0,0,2
Fireball,8,2500,2,0,0
Fireball,10,2500,0,0,1
Fireball,6,2600,1,0,0
Fireball,7,2600,0,0,1
Fireball,9,2600,1,0,0
Fireball,13,2600,0,0,1
Fireball,6,2700,1,0,2
Fireball,7,2700,4,0,1
Fireball,8,2700,1,0,0
Fireball,10,2700,0,0,1
Fireball,6,2800,0,0,1
Fireball,7,2800,3,0,6
Fireball,8,2800,2,0,2
Fireball,9,2800,0,0,1
Fireball,6,2900,0,0,2
Fireball,7,2900,3,0,2
Fireball,8,2900,3,0,1
Fireball,3,3000,1,0,1
Fireball,7,3000,3,0,2
Fireball,8,3000,2,0,0
Fireball,10,3000,0,0,3
Fireball,7,3100,2,0,2
Fireball,8,3100,0,0,1
Fireball,9,3100,1,0,0
Fireball,11,3100,0,0,1
Fireball,12,3100,0,0,2
