leftstartingtrophies,.fitted,.se.fit,.resid,.hat,.sigma,.cooksd
3628,3954.8099636777233,118.92411308552332,-326.8099636769602,0.14853605919770507,308.56704161919555,5.1516907596093555e-5
4711,4532.825632630124,173.10742674571472,178.17436737019918,0.3147193577218822,308.5752916570346,5.008835984069767e-5
4581,4737.136925400763,71.07148040515955,-156.13692539855268,0.05304968123704311,308.57743792244446,3.3954666371309055e-6
3988,4222.703981629763,157.52440342103858,-234.70398162948376,0.2606079992759725,308.57235336397673,6.182142235993844e-5
4454,4675.230372486947,154.33439179698362,-221.23037248672304,0.25015977906442755,308.5733159690585,5.126599061192194e-5
4921,4858.980851198397,149.96166657326935,62.01914880142118,0.23618514097047602,308.57959746981675,3.66596066306517e-6
4913,4858.980851198397,149.96166657326768,54.01914880281291,0.23618514097047083,308.57972420897624,2.781196479698216e-6
4438,4678.263023091967,87.7291547598447,-240.2630230918979,0.08083137104270349,308.57357337482347,1.3002392279723878e-5
4524,4344.768768483629,128.7414058527565,179.2312315157896,0.17407185189570046,308.5760666330369,1.9298840842420204e-5
4566,4500.5341948912655,131.2829479801174,65.4658051070174,0.18101255382088685,308.5795768981553,2.7229713037740164e-6
4409,4314.955436402443,104.80284775689833,94.04456359811782,0.11535547781466304,308.579080032113,3.069218872013829e-6
4686,4514.368294193039,76.89771004193013,171.63170580671786,0.062103899320029514,308.57684731619014,4.896257818778423e-6
3844,3826.8181729892167,109.7581905322347,17.18182701008211,0.12652196619754846,308.5800873599417,1.1525518518671865e-7
1264,1774.914761451425,141.30007509101952,-510.9147614504417,0.209689575426998,308.545677272997,2.0631849078220458e-4
4863,4721.854449848649,282.6149145303502,141.14555015229655,0.8388459452793015,308.567230935324,0.001514934824419712
3062,2423.2981721143096,72.33496670463845,638.7018278797353,0.05495264828656946,308.53510510511813,5.909321761907038e-5
3251,3311.8206310911223,136.4913971305809,-60.82063109332985,0.19566025425466785,308.5796430152105,2.6338147818055095e-6
3245,3311.8206310911223,136.49139713063906,-66.82063109185115,0.19566025425483438,308.5795437240708,3.179102513483155e-6
5769,5004.873730298511,99.34623451521898,764.1262697015484,0.10365610286957827,308.512184982027,1.7735181513802039e-4
3600,3844.089202748647,252.25260276670508,-244.08920274983893,0.6682875449028914,308.5613918411411,8.519160088186743e-4
4410,4430.247589352642,147.39318135622463,-20.247589353358848,0.2281638522458988,308.58006721499265,3.6966053906393843e-7
1651,2526.228670537988,157.13018622366116,-875.2286705378053,0.2593052474456533,308.47225608762767,8.523847535551383e-4
4430,4779.753660153272,93.81758521054451,-349.7536601533851,0.09244013175030852,308.5660664643064,3.232171205363206e-5
3563,3601.9360332606493,249.8696982640718,-38.936033261199256,0.6557212223412838,308.5796634061728,1.974521992576407e-5
2700,3431.1309993592567,123.3081727237563,-731.1309993594099,0.1596892860547817,308.5137782270378,2.846074115277276e-4
4814,5260.830372036029,72.75004917730003,-446.83037203579624,0.055585131512141506,308.5580758326961,2.9293968382675357e-5
4863,4412.908536371986,97.79952511419299,450.0914636296119,0.10045360963738079,308.5566370157406,5.920791953274169e-5
4821,4983.5892217414785,231.4023273580644,-162.58922174122884,0.5623769347433447,308.57382327008264,1.827554887356822e-4
4702,4923.535810592977,104.67317210838279,-221.53581059200758,0.11507018896544101,308.57433911366434,1.6978248433547167e-5
4842,4851.537747469974,105.77281910153611,-9.537747470717685,0.11750063511697321,308.5801118552299,3.231192870409172e-8
3193,2828.5958581967793,169.36140285533907,364.4041418024837,0.3012457578031892,308.5603044579847,1.928850045199312e-4
4646,4890.223440875797,88.59404989633033,-244.22344087529618,0.082433011315673,308.5733438701804,1.3748652249238497e-5
4919,5016.037309695456,120.38680922779469,-97.03730969515406,0.15221234012923787,308.5789643656962,4.694755808933272e-6
1642,1587.4464598129646,291.76708681277603,54.55354018677326,0.8940558584812717,308.5771932096493,5.581057160516593e-4
4623,4121.122598026622,91.05603429482764,501.8774019733637,0.08707821515828193,308.5513493559142,6.195801443614872e-5
1479,1598.1454068041617,91.56299533912456,-119.14540680404731,0.08805054289480115,308.57849933029473,3.538383820192258e-6
4423,4924.488990128712,86.74324233726733,-501.4889901282838,0.0790247913597508,308.5516451055924,5.516328437579246e-5
3921,3776.6623374822634,96.12482598260364,144.33766251678873,0.09704277081839296,308.57771657600705,5.837783664926177e-6
1600,1778.2563065295826,278.9165455207203,-178.25630652957452,0.8170349045285886,308.5620116540457,0.0018258023276074256
4376,4741.102485694577,160.83809216414673,-365.102485694843,0.27168763974507376,308.56103584208734,1.6073998788448612e-4
4140,3818.1616725406416,219.07682759575715,321.83832746002554,0.5040631415431039,308.55834192606306,4.997669420664341e-4
3250,3296.225459787563,88.26329509426029,-46.22545978761849,0.0818186536036855,308.5798799206401,4.882224082720894e-7
4696,4881.746645115891,97.37855584183002,-185.74664511508786,0.09959068375489072,308.5761267311486,9.977932073651604e-6
4891,4859.399448374831,55.049763098465434,31.600551625354715,0.03182753202419841,308.5800150464068,7.982642251129847e-8
3204,2676.6415517127107,208.60516993771986,527.3584482832755,0.45702734960467184,308.52670574013456,0.0010149810365096676
3600,3380.865918922329,99.81008103595583,219.13408107749711,0.1046263010181207,308.574529841881,1.4754071743665214e-5
4608,4261.876313448152,92.66457442037363,346.1236865520129,0.09018193011964562,308.56639089262364,3.072790016519712e-5
2044,2154.2507911778425,118.61155220888213,-110.2507911771813,0.14775630899152267,308.578635273659,5.821591196222513e-6
4902,4622.1054874026695,80.28994854509996,279.8945125982053,0.0677040134656549,308.5713597005054,1.4366645812037094e-5
4369,4225.079514754702,113.42412359053418,143.92048524494695,0.135114799004572,308.5776251623437,8.808278721209886e-6
4825,4730.171806022543,82.15220598111476,94.8281939777251,0.07088111074894185,308.57911332543716,1.738291979091247e-6
4743,3842.69074454996,111.88275171226107,900.3092554509129,0.13146747847801551,308.4827867637226,3.32574866195146e-4
1124,2073.0494515128144,127.48716857948111,-949.0494515123555,0.17069665340374257,308.4668432075456,5.263028085576104e-4
4920,4602.884493174827,143.61522927846283,317.11550682536136,0.21661725438226073,308.56673578791316,8.356796640300468e-5
5028,4827.734591635586,92.1071216801247,200.2654083647144,0.0891001585707316,308.5755311380697,1.0139322501847668e-5
4532,4565.62895847263,228.95858142781358,-33.62895847253043,0.5505615859888516,308.5798602046661,7.256917625887053e-6
4388,4704.365314378476,142.22806940333126,-316.36531437850226,0.21245291047436105,308.5668695050835,8.071368578002269e-5
2464,2812.0354808025,194.2641156944706,-348.03548080254933,0.3963485065001139,308.55919678740173,3.1017839217657814e-4
3456,3732.8658367374933,126.44423049936273,-276.86583673779774,0.167915230763438,308.5705156692764,4.3767679110300055e-5
4642,4755.108269783954,140.70408495864942,-113.10826978376815,0.20792440501419177,308.5784382628891,9.982073257966801e-6
3621,3666.80202018459,204.42716913668752,-45.80202018434513,0.43890374282983297,308.5797327173098,6.885312249965339e-6
2658,2992.366781105376,90.36761596678886,-334.3667811051712,0.08576650349544303,308.5673698197591,2.7009063573158512e-5
4940,4874.028216904802,76.72664728714156,65.97178309522165,0.061827900264603615,308.5796388320904,7.197733252053604e-7
4846,5376.230347124219,52.999807981502386,-530.230347124822,0.029501265587638607,308.5499117933943,2.0731928068123923e-5
5470,5056.833670154286,108.2298281865379,413.16632984604485,0.123022909267142,308.5598232224073,6.428640984109664e-5
4299,4350.041206153284,100.00315792630823,-51.04120615279875,0.10503147972156397,308.5798190469306,8.042770082752227e-7
4597,4518.800781155656,272.7906204681134,78.19921884422959,0.7815394812751268,308.57720355913824,2.357597501641239e-4
4593,4390.245869850282,210.00482924530203,202.75413014980194,0.4631808748904964,308.5721367022123,1.5555855847704548e-4
4636,4588.414898717338,104.41346220827498,47.58510128182047,0.11449988442125382,308.5798559430161,7.784480439734409e-7
4191,4109.275925430782,191.12452427010086,81.72407456926376,0.38364089005232777,308.57899261635026,1.5878779056152874e-5
5364,4676.4993208411215,95.27208414916885,687.5006791593512,0.09532863769828856,308.5256346249865,1.296127711549892e-4
2196,1572.1701744225124,104.77934726655786,623.8298255777379,0.11530375009143144,308.5342474747835,1.3497308079331178e-4
3894,4138.57331080604,151.13455653825068,-244.57331080604442,0.23989412218308237,308.57191612776745,5.8472193018302484e-5
5195,4880.397095338681,106.2755453769665,314.6029046611373,0.11862022397239416,308.56841204753493,3.558097671749673e-5
4360,4546.562397574087,141.74813569755227,-186.56239757456078,0.21102152944245525,308.57552222942905,2.7778226965890056e-5
2811,2671.3184445553916,295.9543889264862,139.68155544472918,0.9199021305650013,308.554719781925,0.006586241531789808
4074,4558.309224163276,113.04683281771537,-484.30922416316895,0.13421740998076445,308.55186967713047,9.887727076643877e-5
3746,3865.5584076558284,141.8456447212782,-119.55840765610766,0.21131195415305853,308.57823259831,1.1432300357369727e-5
3942,3925.550139775017,130.43352563347048,16.449860225048926,0.1786777693436143,308.5800882474252,1.6874372115955693e-7
4759,4758.99999999871,308.57019323055886,4.984013202147253e-12,1,308.5801226046289,NaN
4282,4467.003384155149,252.43905760813428,-185.00338415502156,0.6692758518498229,308.56933045461653,4.930517672888732e-4
5292,5033.252776450064,156.5685491448048,258.7472235498377,0.2574548688552887,308.57072013155374,7.359810433727811e-5
3269,3737.0621639864357,155.41302013885047,-468.06216398617113,0.25366868373054313,308.5495097457184,2.3489319180842205e-4
3078,3077.9999999987413,308.5701932305578,-4.0545344859310717e-13,1,308.5801226046289,NaN
4788,5127.372616112544,201.63476931219483,-339.37261611226523,0.42699510902845733,308.55916136541765,3.5263033272649365e-4
3969,3811.539374786198,191.00635178995037,157.4606252126804,0.38316662564220594,308.5759309453934,5.8783538091995226e-5
3909,3684.88127844476,190.98933128833886,224.11872155412723,0.3830983410272134,308.5716317139414,1.1904043349515508e-4
2123,2929.0615115145633,116.44916009826228,-806.0615115151829,0.14241796505221627,308.50110511237176,2.9621676030752784e-4
3507,3623.6671292938872,229.8279507885106,-116.66712929363271,0.5547505540191169,308.5769347183603,8.967013518287775e-5
3064,2669.575463431394,73.95414032957424,394.4245365690211,0.05744034518611413,308.56291033843877,2.368029062446116e-5
3344,2616.005865646287,142.57419011956128,727.9941343540472,0.213488203001687,308.50984662391136,4.3060492385229036e-4
3009,3471.9218405313422,101.44531901751868,-462.9218405315655,0.10808267369310093,308.555066398448,6.854598988005259e-5
3024,3708.8850164113746,107.3330967943848,-684.8850164115053,0.12099275754205768,308.52446955321807,1.7292971666280587e-4
3035,3736.3184142813016,110.01175638304746,-701.3184142813017,0.1271072292695041,308.52135772074865,1.931695974085665e-4
4199,4476.437707046611,81.57495968671626,-277.4377070466406,0.06988851147677992,308.57149264076645,1.4639511261028637e-5
4061,3753.7515639212043,77.74883998052101,307.24843607741207,0.06348628159963289,308.56961074493205,1.6087582903508858e-5
1746,2381.9534393885756,116.09626532692003,-635.9534393887624,0.14155608847285175,308.5309888183068,1.8290061960295225e-4
4135,4509.872446848974,130.85303145447367,-374.87244684876276,0.17982895962039694,308.562254350307,8.844588749823212e-5
5126,4895.982120378181,107.72342079302182,230.01787962160464,0.12187435416574688,308.5738394479181,1.968711274642698e-5
4405,4534.195849069457,153.71860668000286,-129.1958490693284,0.24816751599907583,308.5778074254719,1.72528050194506e-5
4115,3667.6521728412977,201.62586448281587,447.3478271585989,0.4269573949512323,308.5437029082208,6.1257774017993e-4
4555,4616.63515220287,139.4394974349786,-61.6351522027863,0.20420373095955865,308.57962479609535,2.8838764641381953e-6
1378,1382.5668890286915,152.86392405920094,-4.566889028819279,0.24541554195782983,308.58011972232345,2.1163480886944015e-8
4974,5142.407839138638,254.36049396047267,-168.40783913859298,0.679502993708638,308.5708944669902,4.4170046726212185e-4
2555,2904.4688644026705,162.44954542290367,-349.468864402792,0.27715904478010445,308.56250310522466,1.5251774056925335e-4
4733,4430.827781939035,75.7475407698206,302.1722180611195,0.06026000038833901,308.56999013239334,1.4668395165812306e-5
4100,3745.410283936493,116.93418699845266,354.5897160634885,0.14360681692121996,308.5648118433768,5.796165217628637e-5
2900,3737.93984369227,137.89295406151595,-837.9398436923815,0.19969914529716823,308.4886178335999,5.15412752008046e-4
4138,4291.293316837133,110.25528854609051,-153.29331683670017,0.12767060470478495,308.57731345513304,9.281884821717372e-6
5037,4343.721577303941,48.52449981204728,693.2784226955781,0.024729434762277402,308.52872612664424,2.9419762000871955e-5
4742,4980.994795298917,176.89640980287456,-238.99479529870905,0.32864731811845665,308.5712502408175,9.805400895698311e-5
3721,3787.279799274765,110.59564418888053,-66.27979927438678,0.12846005401218114,308.57959697192115,1.7491042964469577e-6
4372,4696.420201357993,73.49218103188575,-324.42020135705025,0.056724976856674755,308.5684869031099,1.5796950900171726e-05
3700,3561.122593255135,149.78941151224248,138.8774067451072,0.23564285945684774,308.5774912725443,1.831406108866763e-5
3148,3170.0080631426854,296.8526398939458,-22.008063143089633,0.9254945932249332,308.57944467709405,1.9011736405694663e-4
5631,5427.21174252621,155.74357628752023,203.78825747340312,0.25474891391208593,308.5743113925751,4.484615868716021e-5
4185,3956.542135373515,128.55223905106817,228.45786462694554,0.17356068109777908,308.57353673954447,3.122492915349567e-5
1618,1705.6969686950695,73.67836312205065,-87.69696869451947,0.05701275039208093,308.5792721113581,1.1608853944225402e-6
4537,4299.980659346243,102.8230454030812,237.01934065396574,0.11103834504693072,308.57353244217427,1.858379161461932e-5
5211,5005.319345376965,79.65279517115984,205.68065462284392,0.06663372564343341,308.57539604595473,7.617923572724452e-6
3916,3544.6940159345295,175.25012735854966,371.3059840651441,0.32255868474079585,308.5588992469903,2.281335240947679e-4
3705,3628.302902507536,134.58077148718502,76.6970974928124,0.19022083433216183,308.57936507655563,4.017376863880599e-6
4801,4714.7722525073395,83.98182646076107,86.22774749294881,0.07407346938100273,308.5792852198092,1.5123891195250062e-6
4182,4126.839402795507,163.00767688856166,55.16059720426607,0.2790667992330499,308.57968248560377,3.846235476799465e-6
4491,4751.216172488463,37.79884830456065,-260.2161724890623,0.015005455735106601,308.57295380026363,2.4655280110700827e-6
1770,1497.6020030947152,165.61834721355427,272.3979969052497,0.2880772400869126,308.569253606089,9.929121931596744e-5
4647,4863.043739466147,70.40290974684883,-216.04373946543177,0.052056297151131636,308.5749879483228,6.365776467168874e-6
5005,5303.887780488075,162.19503715523163,-298.887780487582,0.27629127981900314,308.5672499382741,1.1094703968687365e-4
2877,3520.941678001971,149.9296424081747,-643.9416780016795,0.23608427753627856,308.5235124423741,3.949381342003498e-4
5122,5196.873227769402,183.22845630771187,-74.87322776873515,0.3525964216091447,308.5792196091174,1.110300800516181e-5
4598,4140.682184379795,169.4382034016994,457.31781562058916,0.30151903239961997,308.5488970200294,3.0429978795702147e-4
4619,4636.4259377429125,134.83528384122783,-17.42593774277181,0.19094098670504758,308.58008346478556,2.0854073964118276e-7
1056,2535.4504866631833,110.73322151828955,-1479.4504866629013,0.12877985292884805,308.3180242000308,8.742845559198568e-4
4753,4403.775922125849,67.47993186882856,349.22407787430194,0.047823496564403795,308.56676565655744,1.5145185452895011e-5
3232,2966.6193472618734,80.49641561248988,265.38065273897206,0.06805266538385904,308.5722419983402,1.299154333293163e-5
1738,2151.5053541503335,105.73627318778536,-413.5053541506185,0.11741945308425236,308.5599189897646,6.0681101802651775e-5
3922,4251.232844065964,97.9905442262455,-329.23284406565523,0.10084639883658181,308.56755107260733,3.18316211670554e-5
4404,4362.931349342971,88.27957205416527,41.06865065685061,0.08184883334578692,308.57993104069266,3.8553588930770824e-7
3646,3930.9934737591816,202.17871835110316,-284.9934737589467,0.42930202135390205,308.5652809992621,2.5204606783238063e-4
3672,3907.1612300104057,106.28630050424132,-235.16123001010195,0.1186442340145191,308.5735793813459,1.98854496017217e-5
4700,4743.810839232486,114.82232130894961,-43.81083923253905,0.1384664953510972,308.5798902784889,8.429917681960946e-7
5119,5027.696874214813,207.5027815120123,91.30312578513652,0.4522097276789206,308.578535648091,2.9576201243688068e-5
4650,4830.568805570404,131.61178357877338,-180.568805570164,0.18192048465348856,308.5759663724818,2.086583892633316e-5
4596,4373.75391442343,72.69390770528913,222.24608557657666,0.05549937412670343,308.5746690864078,7.234552260853283e-6
5184,4781.4078076836595,90.22869697568181,402.59219231660046,0.08550301445543687,308.5616397790766,3.901282484263335e-5
4298,4748.1771532911725,103.38240848079731,-450.17715329120114,0.11224974066649845,308.5563158724451,6.795641558363924e-5
5078,4927.5323944218135,87.94695778032533,150.46760557788048,0.08123322538530997,308.5775528628408,5.129428569505277e-6
1680,1488.9497034654096,140.97952182798605,191.05029653432626,0.20873925132098034,308.575312149869,2.8649704059836137e-5
4198,4165.757259442588,129.34383660176326,32.242740557346465,0.17570476230595614,308.5799910857376,6.329095962338214e-7
4405,4903.136292709947,184.50062549762134,-498.1362927100141,0.35750962684277493,308.5398448707564,5.059536014709008e-4
4360,4726.524763544687,136.13604515324985,-366.5247635446133,0.19464278718870442,308.56272709032925,9.491343386124073e-5
4528,4785.571743488359,149.80921769043437,-257.5717434884235,0.23570518019074138,308.5710705153372,6.302365156054129e-5
3894,4057.5457296741647,110.70757912791686,-163.54572967382214,0.12872021697011266,308.57692127810105,1.067750390090939e-5
2109,2108.9999999999154,308.5701932305568,-4.604761016935299e-12,0.9999999999999921,308.5801226046289,8.034093209351564e-4
4215,3867.5683551288007,52.49091020690683,347.431644871387,0.028937450289103807,308.5671595425232,8.720962687863875e-6
4082,4236.895484341028,201.82472788057217,-154.8954843407424,0.4278000256318383,308.5757500051679,7.380443909666002e-5
4245,3981.0547516834304,198.84380508269658,263.94524831668974,0.41525625744688227,308.56769813679387,1.9919230044580064e-4
4973,4906.68475078299,123.36666948884374,66.31524921736425,0.15984083355047585,308.5795767555697,2.344505411597614e-6
4966,4864.483034741885,123.21536348570042,101.51696525858473,0.15944899276069022,308.57884404490426,5.4755874467987005e-6
3864,3796.3126615700307,104.93058837043874,67.68733842997348,0.1156368548988605,308.5795823586299,1.5948127776425408e-6
3378,3163.07637701735,160.80264263548196,214.92362298277712,0.2715678902844714,308.57350972195127,5.565810208552695e-5
3774,3480.295983310191,101.58813787170125,293.7040166902658,0.10838721429980094,308.5700333862093,2.7688860480754118e-5
5185,4871.509639990904,86.33205154834319,313.4903600089263,0.07827736138576342,308.5690036773155,2.1317873558740812e-5
5110,4805.620408639144,89.48160108477482,304.37959136111306,0.08409294220062509,308.56957402424456,2.1864906649243274e-5
5165,4964.1498908134645,158.66160728393868,200.8501091867074,0.26438435617704437,308.5744038145892,4.640211939199387e-5
5325,4959.957715661131,142.16919453959758,365.0422843391437,0.21227705844522832,308.5624812387485,1.0732533474024116e-4
2226,2439.10441339881,115.94055885367206,-213.1044133988801,0.14117663753035983,308.5746082859798,2.046443948067111e-5
4408,4706.5352455631355,95.22968912470931,-298.5352455630669,0.09524381619447687,308.56985015943997,2.4413200836695383e-5
4747,4769.898266431933,68.68465186042856,-22.89826643170009,0.0495463262050234,308.58006507636935,6.770404096041696e-8
3300,2747.8306730975387,69.51017987744966,552.169326902666,0.05074448856876261,308.546626682368,4.042285768275763e-5
3600,3430.509223606798,66.49861161804228,169.49077639308575,0.04644267338630525,308.57698097863596,3.45442339594185e-6
2619,3660.5205093553795,87.92029673884613,-1041.5205093551847,0.08118398129155911,308.456982165792,2.455888886486216e-4
5188,5094.008118837188,80.8927679208048,93.99188116337065,0.06872447756079932,308.57913334535255,1.6481456402422702e-6
5156,4741.813551906961,75.51183314301453,414.1864480932702,0.05988555542889024,308.5610929294321,2.7366057339310477e-05
5225,4815.17407207976,97.36771618307777,409.82592792035825,0.09956851318697066,308.5606704005536,4.8560077267041035e-5
4258,4659.588223789898,143.85450569683866,-401.58822378944757,0.21733966493761653,308.5586338782779,1.347144288259163e-4
3672,3883.064879720797,147.28599310307908,-211.06487972064505,0.22783211923322869,308.5741062782224,4.007589827369836e-5
4622,5059.40140497865,126.79747742383154,-437.40140497865707,0.1688547500034838,308.5561172982646,1.1009804490124397e-4
4786,4595.693968713438,94.40647346006702,190.30603128653155,0.0936042579876279,308.57595585773583,9.714597876169256e-6
3840,4172.827349524492,66.29561630121923,-332.82734952418673,0.04615956204196488,308.5680116676244,1.3231469003042321e-5
4461,5176.769115967938,93.42992916542627,-715.7691159680132,0.09167778127190838,308.5212986375999,1.3402627939133104e-4
4464,4612.810943847736,105.49412276981468,-148.81094384783532,0.11688225594504911,308.57750767556763,7.813415825059557e-6
4768,4696.4815743925965,161.23517786275588,71.5184256074899,0.2730308097464615,308.5793888897237,6.2212172712970175e-6
1735,2396.7161655731443,127.09914751387002,-661.7161655731561,0.16965916699548506,308.52512639787517,2.5366927071486083e-4
3807,3899.6358770663655,79.90008453335594,-92.63587706651812,0.06704810884024334,308.57916340986134,1.5562748571771713e-6
4467,4651.4662073717545,71.50664591489578,-184.46620737148024,0.05370130876843441,308.5763727452934,4.8042086469669295e-6
4580,4392.795446124759,163.17833842518087,187.2045538753928,0.2796514453157989,308.575049186703,4.4465618732428155e-5
3449,3309.4707270983718,284.4771094803709,139.52927290148511,0.8499369461333465,308.5665933664524,0.001729934426557063
5275,5120.000598495882,117.92707117936057,154.99940150438482,0.1460558916080496,308.5771887431804,1.1328699614669276e-5
4992,4848.755507868969,118.551035127176,143.2444921311249,0.14760557326041063,308.5776123142075,9.813801029781336e-6
4834,4839.295452673072,245.53855942924326,-5.295452672417218,0.6331862306817001,308.5801146326251,3.1067493517317734e-7
5183,4777.234006379106,77.49233708451477,405.76599362114996,0.06306807464101319,308.56179679830797,2.784868056000618e-5
4600,4894.608945847361,137.37310648721987,-294.60894584729834,0.19819627761855685,308.56883404124335,6.29957207857974e-5
4950,4857.027426751078,97.9562525639885,92.97257324881679,0.10077582905698959,308.57912018543016,2.5362377935934124e-6
5030,4531.235148959692,144.2659109020868,498.76485104041313,0.21858456896338924,308.5469224580736,2.0965587921736016e-4
4888,4710.702551294343,153.19248356288372,177.2974487051369,0.24647164809220573,308.5757723430053,3.212421902246008e-5
1175,1228.3536781017006,185.24818055645304,-53.35367810169207,0.3604125933160516,308.5796584784226,5.904575901415e-6
4629,4037.6530187881945,128.30837285799595,591.3469812119093,0.17290280945530834,308.5360299555885,2.0808154261437562e-4
4496,4071.778332553266,147.45256455531384,424.2216674474334,0.22834773902729108,308.5558012301021,1.6247965002030658e-4
2580,3059.382325229937,133.9265989542068,-479.3823252293492,0.18837607136496842,308.5505944088271,1.547176702505886e-4
4782,5103.313205083984,33.351876931738275,-321.3132050847615,0.011682414579967484,308.5692289091375,2.9070770899233e-6
4993,4752.861888031385,100.5019486481615,240.13811196840118,0.10608183412250659,308.57339537744315,1.802301770849956e-5
4547,4427.091511717789,71.49639461191201,119.90848828285736,0.05368591246732373,308.57853817627716,2.0293147663649943e-6
4272,4392.940752036947,261.90362276319047,-120.94075203685554,0.7204022601617458,308.57466725672435,3.173313032333036e-4
