predRounded,resid05,resid25,resid50,resid75,resid95
3800,215.10766243400585,220.76251401435158,227.83107848978375,234.89964296521595,240.55449454556168
3900,122.52955138006966,221.84204139968585,345.98265392420615,470.12326644872644,569.4357564683427
4000,-35.89777089000851,-10.940137583747482,122.06968793634942,241.22053009811853,348.69762029928046
4100,-84.44097246891319,-14.757963319458035,89.35805702441107,192.93534556164974,347.9995323544637
4200,-192.09640874693346,-70.27156513110526,43.54073180439228,153.38305424552215,321.1303565165302
4300,-240.67956038499264,-102.2395400059753,12.915702872643697,109.21763876477226,254.63278037747892
4400,-317.03690464143136,-116.22944027961276,8.188247035604311,105.87144839266551,235.14926940282152
4500,-334.95502118666934,-109.5218340748375,5.871653268114729,93.67121595244939,219.20618687489258
4600,-290.7353218170208,-81.94595070753198,16.127302319780902,100.97526570978202,213.10625710142938
4700,-231.72961440108946,-59.503958580408934,29.52971139271845,105.31878410836569,210.57991697215087
4800,-188.18080901739768,-42.12415676621014,32.5596642482169,102.36742652522281,200.69551570937247
4900,-167.6724756451916,-47.246325445018584,22.622233469036193,88.11231379607841,178.73343552661473
5000,-180.52263965654194,-58.91562232149805,6.827662276366238,71.43442668623061,169.81113320533666
5100,-196.03957171983018,-75.93666798021317,-7.5024394492573565,61.49491049059302,169.33994425688496
5200,-230.12663492298466,-95.19724611894347,-17.863349744987943,60.86931501095314,195.8715729483361
5300,-264.7448449883371,-109.67860209259561,-20.3377372486888,69.72186752721396,233.63416606289636
5400,-284.9205053745769,-112.74757505989737,-9.767388100693282,102.98290709847538,290.4595248866632
5500,-319.5501533096478,-119.82309802725632,0.4111752284421458,122.49183727878864,329.00627801174045
5600,-358.57139185022567,-125.40454950404973,6.736669739161986,148.84100049618874,389.49622526219093
5700,-384.9636593287661,-126.00203020118781,24.164859002820542,181.29551454712959,459.19786311474843
5800,-398.62638752996065,-131.21683796833258,36.52629649212097,212.6310797439465,569.7478121044077
5900,-352.16140185666654,-131.74649851005148,56.36376040209206,265.277778716599,709.34623479146
6000,-424.89756451285393,-122.91334660715727,50.921706084802224,287.12310732486475,668.8340696590426
6100,-483.13520000700595,-119.48826659271877,48.27731405996686,317.0920122878001,757.9826523255164
6200,-516.6816437046468,-204.4298681109766,82.70940845099341,410.3628544451609,840.8755627855707
6300,-429.0610087400319,-27.561584638091613,164.43927178268797,583.4180323129642,878.1519836335525
6400,-126.26281986570078,19.300976783203538,228.52107011666612,448.2855882857275,499.35350561378357
